pubdate,source,title,link
2025-07-15-01-02-35 +0000,nypost,Jasmine Crockett claims GOP would rather ‘bury their constituents’ than fight climate change,https://nypost.com/2025/07/14/us-news/jasmine-crockett-gop-would-rather-bury-their-constituents-than-fight-climate-change/
2025-07-15-00-59-06 +0000,nyt,"Behind Trump’s Tough Talk on Russia and Putin, Doubts and Missing Details",https://www.nytimes.com/2025/07/14/us/politics/trump-russia-ukraine-nato.html
2025-07-15-00-53-28 +0000,nypost,NATO chief warns Russia’s trading partners after Trump’s 100% tariff threat: ‘You might want to call Vladimir’,https://nypost.com/2025/07/14/us-news/nato-chief-warns-russias-trading-partners-after-trumps-100-tariff-threat/
2025-07-15-00-04-10 +0000,nypost,Teenage cleaner fatally sucked into meat grinder at California factory for popular frozen burrito brand,https://nypost.com/2025/07/14/us-news/teenage-cleaner-fatally-sucked-into-meat-grinder-at-california-factory-for-popular-frozen-burrito-brand/
2025-07-14-23-53-29 +0000,nypost,Long Island school board accused of ‘blatant corruption’ — by own member — over Thunderbirds ‘Mascotgate’,https://nypost.com/2025/07/14/us-news/li-school-trustee-accuses-board-of-corruption-over-thunderbirds-mascotgate/
2025-07-14-23-50-23 +0000,nyt,Trump Adds 17% Tariff on Tomatoes From Mexico,https://www.nytimes.com/2025/07/14/business/economy/trump-tariff-mexican-tomatoes.html
2025-07-14-23-22-04 +0000,nyt,Excavation of Children’s Remains Begins at Irish Home for Unwed Mothers,https://www.nytimes.com/2025/07/14/world/europe/ireland-excavation-children-tuam.html
2025-07-14-23-20-42 +0000,bbc,India can't wish away coal - but can it be made cleaner?,https://www.bbc.com/news/articles/cpd184g6dj8o
2025-07-14-23-17-40 +0000,bbc,Beyoncé's unreleased music stolen from car during Cowboy Carter tour,https://www.bbc.com/news/articles/cdx5p4we9qjo
2025-07-14-23-09-18 +0000,nyt,"Fauja Singh, Marathon Runner at an Advanced Age, Is Dead",https://www.nytimes.com/2025/07/14/sports/fauja-singh-dead.html
2025-07-14-23-06-25 +0000,nypost,Ground stops spurred by tropical storm causes travel chaos at airports along the East Coast — including JFK and LGA,https://nypost.com/2025/07/14/us-news/ground-stops-spurred-by-tropical-storm-causes-travel-chaos-at-airports-along-the-east-coast-including-jfk-and-lga/
2025-07-14-23-01-52 +0000,nypost,Board of federal judges blocks Trump-appointed US attorney for upstate NY office,https://nypost.com/2025/07/14/us-news/board-of-federal-judges-blocks-trump-appointed-us-attorney-for-upstate-ny-office/
2025-07-14-22-42-08 +0000,bbc,Musk's Grok signs $200m deal with Pentagon days after antisemitism row,https://www.bbc.com/news/articles/c628d9mre3go
2025-07-14-22-38-21 +0000,bbc,UK to start processing Syrian asylum claims again,https://www.bbc.com/news/articles/cy4y2e8neywo
2025-07-14-22-34-06 +0000,nypost,Anti-Zohran Mamdani ‘move to Ohio’ billboard in Times Square ripped by NYers: ‘Why would we even go there?’,https://nypost.com/2025/07/14/us-news/anti-zohran-mamdani-move-to-ohio-billboard-in-times-square-ripped-by-nyers-why-would-we-even-go-there/
2025-07-14-22-29-19 +0000,nypost,"Founder of Cali pot farm where ICE rescued dozens of kids and busted 300+ migrants donated to Gavin Newsom, other Dems",https://nypost.com/2025/07/14/us-news/founder-of-cali-pot-farm-busted-by-ice-donated-to-gavin-newsom-other-dems/
2025-07-14-22-22-23 +0000,nypost,"Blakeman renews ex-Rep. Peter King’s $8K a month, no-bid counterterrorism contract without legislative approval",https://nypost.com/2025/07/14/us-news/blakeman-renews-ex-rep-peter-kings-8k-a-month-no-bid-counterterrorism-contract-without-legislative-approval/
2025-07-14-22-20-02 +0000,nypost,"NYC beatdown victim turns tables and opens fire on attackers, leaving one clinging to life, wild video shows",https://nypost.com/2025/07/14/us-news/nyc-beatdown-victim-turns-tables-and-opens-fire-on-attackers-leaving-one-clinging-to-life-wild-video-shows/
2025-07-14-22-17-45 +0000,nypost,FBI Deputy Director Dan Bongino back at work amid Epstein files drama: report,https://nypost.com/2025/07/14/us-news/fbi-deputy-director-dan-bongino-back-at-work-amid-epstein-files-drama-report/
2025-07-14-22-11-06 +0000,nyt,Tuesday Briefing: More Weapons for Ukraine,https://www.nytimes.com/2025/07/14/briefing/ukraine-trump-russia-putin-gaza-relocation-syria.html
2025-07-14-22-07-45 +0000,nypost,Teen girl on the run after escaping from NYPD at Maimonides Medical Center in Brooklyn,https://nypost.com/2025/07/14/us-news/teen-girl-escapes-from-nypd-at-nyc-hospital-as-cops-launch-manhunt/
2025-07-14-22-05-32 +0000,bbc,Faroes-style tunnels could 'transform' fortunes for Shetland isles,https://www.bbc.com/news/articles/cvg7jw27w1do
2025-07-14-22-05-31 +0000,nypost,"Fired NY cop cleared on charges he kicked, punched suspect 10 times in caught-on-camera scuffle",https://nypost.com/2025/07/14/us-news/fired-ny-cop-cleared-on-charges-he-kicked-punched-suspect-10-times-in-caught-on-camera-scuffle/
2025-07-14-22-01-13 +0000,nypost,Bitter Texas woman tried poisoning newly engaged ex-husband with fentanyl-laced congratulatory chocolates: cops,https://nypost.com/2025/07/14/us-news/bitter-texas-woman-tries-to-kill-newly-engaged-ex-husband-with-congratulatory-fentanyl-laced-chocolates-cops/
2025-07-14-21-43-35 +0000,nypost,Texas flood volunteers ordered to evacuate as heavy rainfall expected to strike devastated region: ‘Move to higher ground’,https://nypost.com/2025/07/14/us-news/texas-flood-volunteers-ordered-to-evacuate-as-heavy-rainfall-expected-to-strike-devastated-region/
2025-07-14-21-35-02 +0000,nypost,"Bill Maher clashes with liberal actor over Trump, immigration policy",https://nypost.com/2025/07/14/us-news/bill-maher-clashes-with-liberal-actor-over-trump/
2025-07-14-21-34-30 +0000,bbc,Trump threatens Russia with tariffs while unveiling Ukraine weapons plan,https://www.bbc.com/news/articles/czdv20v9lp1o
2025-07-14-21-28-13 +0000,bbc,Starbucks staff must work in the office four days a week,https://www.bbc.com/news/articles/ce9xpdvgv8vo
2025-07-14-21-27-46 +0000,nypost,DOJ defends bringing case against Ghislaine Maxwell — as AG Pam Bondi faces MAGA firestorm over Epstein files,https://nypost.com/2025/07/14/us-news/doj-defends-bringing-case-against-ghislaine-maxwell-as-ag-pam-bondi-faces-maga-firestorm-over-epstein-files/
2025-07-14-21-22-29 +0000,nypost,New gov’t student-loan restrictions explained: Everything you need to know about the changes,https://nypost.com/2025/07/14/us-news/new-student-loan-restrictions-explained-everything-you-need-to-know-about-the-changes/
2025-07-14-21-08-54 +0000,nypost,ICE nabs ‘dirtbag’ Chinese illegal immigrants preying on elderly New Yorkers,https://nypost.com/2025/07/14/us-news/ice-nabs-dirtbag-chinese-illegal-immigrants-preying-on-elderly-new-yorkers/
2025-07-14-21-00-31 +0000,bbc,US tariff threat leaves Russia less rattled than relieved,https://www.bbc.com/news/articles/c62g6e8zvd4o
2025-07-14-20-57-24 +0000,nypost,Sen. Rand Paul renews push for criminal probe of Fauci after startling Biden autopen use revealed,https://nypost.com/2025/07/14/us-news/sen-rand-paul-renews-push-for-criminal-probe-of-fauci-after-startling-biden-autopen-use-revealed/
2025-07-14-20-41-59 +0000,nyt,It’s No Bluff: The Tariff Rate Is Soaring Under Trump,https://www.nytimes.com/2025/07/14/us/politics/trump-tariffs.html
2025-07-14-20-37-28 +0000,nyt,The Economy Has Been Resilient. The New Round of Tariffs May Hit Harder.,https://www.nytimes.com/2025/07/14/us/politics/tariff-threats-us-economy.html
2025-07-14-20-35-11 +0000,nyt,Trump Threatens Russia With Sanctions and Vows U.S. Weapon Support for Ukraine,https://www.nytimes.com/2025/07/14/us/politics/trump-putin-russia-ukraine.html
2025-07-14-20-35-00 +0000,bbc,Gaza father's outrage after Israeli strike kills son 'searching for sip' at water point,https://www.bbc.com/news/articles/ckglpk9xjewo
2025-07-14-20-25-51 +0000,bbc,Motorists rescued as new flash flood warnings hit Central Texas,https://www.bbc.com/news/videos/ce8zpggxp9eo
2025-07-14-20-05-00 +0000,bbc,Trump weapons pledge marks major step forward for Ukraine,https://www.bbc.com/news/articles/cy4y2rv41pyo
2025-07-14-19-51-43 +0000,nypost,Supreme Court lets Trump move forward with firing hundreds of Education Department workers,https://nypost.com/2025/07/14/us-news/supreme-court-lets-trump-move-forward-with-firing-hundreds-of-education-department-workers/
2025-07-14-19-36-11 +0000,nyt,Zelensky Announces Plan for Major Government Shake-Up in Ukraine,https://www.nytimes.com/2025/07/14/world/europe/ukraine-zelensky-government-shakeup.html
2025-07-14-19-33-55 +0000,nypost,"First lady Melania Trump helped convince president to get tough on Russia, he says",https://nypost.com/2025/07/14/us-news/first-lady-melania-trump-helped-convince-president-to-get-tough-on-russia-he-says/
2025-07-14-19-31-58 +0000,nyt,Democrats Accuse Trump of Ceding Global Influence to China,https://www.nytimes.com/2025/07/14/us/politics/democrats-china-report-trump.html
2025-07-14-19-28-42 +0000,nypost,Andrew Cuomo confirms independent run for NYC mayor – despite calls to bow out after Dem primary loss: ‘In it to win it’,https://nypost.com/2025/07/14/us-news/andrew-cuomo-confirms-independent-run-for-nyc-mayor/
2025-07-14-19-17-09 +0000,nyt,Trump Reluctantly Comes Around to Backing Ukraine. Will He Stick With It?,https://www.nytimes.com/2025/07/14/us/politics/trump-ukraine-biden.html
2025-07-14-18-59-30 +0000,nyt,Canada Wildfire Smoke Triggers Toronto and U.S. Air Quality Alerts,https://www.nytimes.com/2025/07/14/world/canada/canada-wildfire-smoke-manitoba-toronto-us.html
2025-07-14-18-39-13 +0000,bbc,'Heart-breaking': Locals and visitors devastated by loss of Grand Canyon Lodge,https://www.bbc.com/news/articles/c4gd8d5jpy5o
2025-07-14-18-05-18 +0000,nyt,Companies in Europe Are Frozen as Tariff Uncertainty Drags On,https://www.nytimes.com/2025/07/14/business/tariffs-trump-europe-companies-impact.html
2025-07-14-17-17-57 +0000,nyt,How Trump Changed His Tone on Putin and the Russia-Ukraine War,https://www.nytimes.com/2025/07/14/us/politics/trump-putin-ukraine.html
2025-07-14-17-11-33 +0000,bbc,MP charged for accusing Lesotho king of signing over country to South Africa,https://www.bbc.com/news/articles/cp86pznd65ko
2025-07-14-16-57-54 +0000,nyt,E.U. Says Trump’s Threat of 30% Tariffs Would Hobble Trade With U.S.,https://www.nytimes.com/2025/07/14/world/europe/eu-tariffs-trump-us-trade.html
2025-07-14-16-48-00 +0000,nyt,"Maya Ruler’s Tomb Is Unearthed in Belize, With Clues to His Ancient World",https://www.nytimes.com/2025/07/10/world/americas/maya-tomb-caracol-belize.html
2025-07-14-16-16-25 +0000,nypost,"Obama urges demoralized Dems to stop ‘navel-gazing,’ ‘whining’ and to ‘toughen up’",https://nypost.com/2025/07/14/us-news/obama-urges-demoralized-dems-to-stop-navel-gazing-and-whining-and-to-toughen-up/
2025-07-14-16-14-26 +0000,bbc,First Harry Potter image released as production begins,https://www.bbc.com/news/articles/cx2013yv182o
2025-07-14-16-12-22 +0000,nyt,"Catherine, Princess of Wales, Dresses for a New (Life) Stage",https://www.nytimes.com/2025/07/14/style/catherine-princess-of-wales-fashion.html
2025-07-14-16-08-41 +0000,bbc,Dozens killed in clashes between Druze and Bedouin in southern Syria,https://www.bbc.com/news/articles/cgmwp70pwmyo
