pubdate,source,title,link
2026-04-03-19-04-13 +0000,nyt,"Iran War Live Updates: One American Rescued From Fighter Jet Downed Over Iran, Officials Say",https://www.nytimes.com/live/2026/04/03/world/iran-war-trump-oil
2026-04-03-19-04-11 +0000,nyt,The F-15E Strike Eagle: What to Know,https://www.nytimes.com/2026/04/03/world/middleeast/f15e-strike-eagle.html
2026-04-03-19-02-12 +0000,nypost,Urgent coyote warning as rogue animal that mauled kids is killed,https://nypost.com/2026/04/03/us-news/coyote-warning-for-socal-as-kids-mauled/
2026-04-03-18-51-41 +0000,startribune,Live from rainy Target Field: Twins play home opener against Tampa Bay Rays,https://www.startribune.com/minnesota-twins-live-blog-home-opener-tampa-bay-target-field/601637732
2026-04-03-18-50-02 +0000,startribune,"1 crew member rescued after US fighter jet shot down in Iran, officials tell AP",https://www.startribune.com/iran-fires-on-targets-across-mideast-while-israel-and-us-hit-tehran-as-war-shows-no-signs-of-slowing/601659735
2026-04-03-18-49-21 +0000,bbc,"Crew member rescued after US fighter jet downed over Iran, US media report",https://www.bbc.com/news/articles/c3r395l91l3o?at_medium=RSS&at_campaign=rss
2026-04-03-18-45-14 +0000,latimes,President Trump bashed State Farm on social media: Why it didn't come out of the blue,https://www.latimes.com/business/story/2026-04-03/president-trump-bashed-state-farm-on-social-media-why-it-didnt-come-out-of-blue
2026-04-03-18-44-52 +0000,nypost,Microplastics and pharmaceuticals to be added to list of US drinking water contaminants,https://nypost.com/2026/04/03/health/epa-flags-microplastics-pharmaceuticals-as-contaminants-in-drinking-water/
2026-04-03-18-43-09 +0000,nypost,"How fuel-related surcharges could raise prices, hammer businesses: ‘this might be the final straw’",https://nypost.com/2026/04/03/business/how-fuel-related-surcharges-could-raise-prices-hammer-businesses-this-might-be-the-final-straw/
2026-04-03-18-40-43 +0000,latimes,California considering a first of its kind idea to boost factory-built housing,https://www.latimes.com/california/story/2026-04-03/california-considering-first-of-its-kind-idea-to-boost-factory-built-housing
2026-04-03-18-40-08 +0000,nyt,Here’s the latest.,https://www.nytimes.com/live/2026/04/03/world/iran-war-trump-oil/heres-the-latest
2026-04-03-18-37-49 +0000,nyt,"One Rescued From U.S. Jet Shot Down in Iran, U.S. Officials Say",https://www.nytimes.com/2026/04/03/us/politics/us-fighter-jet-iran.html
2026-04-03-18-36-50 +0000,wapo,1 rescued after U.S. fighter jet shot down in Iran; search ongoing for crew member,https://www.washingtonpost.com/national-security/2026/04/03/f-15-crash-iran-missing/
2026-04-03-18-26-43 +0000,nypost,Supreme Court Justice Samuel Alito treated for dehydration at hospital after March incident,https://nypost.com/2026/04/03/us-news/supreme-court-justice-samuel-alito-treated-for-dehydration-at-hospital-after-march-incident/
2026-04-03-18-26-21 +0000,nypost,LA’s top federal prosecutor reveals staggering extent of California fraud on Gavin Newsom’s watch,https://nypost.com/2026/04/03/us-news/las-top-federal-prosecutor-reveals-staggering-extent-of-california-fraud-on-gavin-newsoms-watch/
2026-04-03-18-25-25 +0000,bbc,Artemis II crew take 'spectacular' image of Earth,https://www.bbc.com/news/articles/ce8jzr423p9o?at_medium=RSS&at_campaign=rss
2026-04-03-18-24-26 +0000,nyt,Rima Hassan Is Charged With Glorifying Terrorism Online in Social Media Post,https://www.nytimes.com/2026/04/03/rima-hassan-france-terrorism-charges.html
2026-04-03-18-23-05 +0000,nyt,Big Banks Seeking a Piece of SpaceX’s I.P.O. Must Subscribe to Elon Musk’s Grok,https://www.nytimes.com/2026/04/03/business/spacex-ipo-grok-elon-musk.html
2026-04-03-18-21-30 +0000,nypost,US military aircraft spotted flying over Iran as crew hunts for missing fighter pilot,https://nypost.com/2026/04/03/us-news/us-military-aircraft-spotted-flying-over-iran-as-crew-hunts-for-missing-fighter-pilot/
2026-04-03-18-20-27 +0000,nyt,Trump Requests $1.5 Trillion for Military Spending,https://www.nytimes.com/2026/04/03/us/politics/white-house-defense-budget.html
2026-04-03-18-20-00 +0000,wsj,"President Trump released a summary of his budget proposal for the 2027 fiscal year, seeking $1.5 trillion in defense spending, by far the largest dollar amount in modern history",https://www.wsj.com/politics/policy/trump-budget-proposal-calls-for-1-5-trillion-in-defense-spending-44a9e7ed
2026-04-03-18-18-38 +0000,nyt,Cosmopolitan Shanghai Is an Uneasy Fit in China’s Narrative of Western Sins,https://www.nytimes.com/2026/04/03/world/asia/shanghai-dispatch-architecture.html
2026-04-03-18-10-03 +0000,nyt,Liberal Group Warns That Trump Could Have Two More Supreme Court Picks,https://www.nytimes.com/2026/04/03/us/politics/trump-supreme-court-justices-vacancies.html
2026-04-03-18-08-46 +0000,nyt,House Democrat Wages a Lonely Legal Fight Testing Congress’s Power,https://www.nytimes.com/2026/04/03/us/politics/lamonica-mciver-immigration-congress-trump.html
2026-04-03-18-08-00 +0000,wsj,Opinion | Even Southern States Should Worry About Migration to Florida,https://www.wsj.com/opinion/even-southern-states-should-worry-about-migration-to-florida-ec1fa7ed
2026-04-03-18-07-00 +0000,wsj,Trump Joked About Macron’s Wife. He Wasn’t Amused.,https://www.wsj.com/world/trump-joked-about-macrons-wife-he-wasnt-amused-dea8af33
2026-04-03-18-06-15 +0000,nyt,Justice Alito Was Taken to the Hospital Last Month in Undisclosed Incident,https://www.nytimes.com/2026/04/03/us/politics/justice-alito-briefly-hospitalized.html
2026-04-03-18-03-40 +0000,nypost,Spencer Pratt jumps to #2 in LA mayor race as latest poll shows voters still overwhelmingly undecided,https://nypost.com/2026/04/03/us-news/spencer-pratt-jumps-to-2-in-la-mayor-race-in-latest-poll/
2026-04-03-18-03-28 +0000,nyt,Strong Jobs Numbers Make the Fed’s Job Easier,https://www.nytimes.com/2026/04/03/business/economy/jobs-unemployment-inflation-fed-rates.html
2026-04-03-18-00-38 +0000,nypost,Horrifying new details in deadly Tahoe avalanche —dead skiers’ had ‘airbag backpacks’ that failed to deploy,https://nypost.com/2026/04/03/us-news/horrifying-new-details-in-deadly-february-tahoe-area-avalanche-including-fact-that-skiers-had-airbag-backpacks-that-didnt-deploy/
2026-04-03-17-58-25 +0000,bbc,Marmalades may need to be relabelled under post-Brexit food deal,https://www.bbc.com/news/articles/c0e53x475qjo?at_medium=RSS&at_campaign=rss
2026-04-03-17-56-03 +0000,nyt,United to Offer No-Frills Fares in Its Premium Cabins,https://www.nytimes.com/2026/04/03/business/united-airlines-fares-premium-cabins.html
2026-04-03-17-56-00 +0000,wsj,Opinion | The ‘AI Detector’ as Defamation Machine,https://www.wsj.com/opinion/the-ai-detector-as-defamation-machine-8ba298f0
2026-04-03-17-52-17 +0000,nypost,LA28 ticket website leaves fans in the dark: ‘Your site is just as good as your governor’,https://nypost.com/2026/04/03/us-news/fans-frustrated-as-la28-olympic-tickets-site-malfunctions/
