pubdate,source,title,link
2025-12-13-10-30-00 +0000,wapo,Can governments actually spark a baby boom? These countries are trying.,https://www.washingtonpost.com/world/2025/12/13/fertility-rates-europe-population-pronatalist/
2025-12-13-10-30-00 +0000,wsj,The Fed Did Banks a Solid This Week. More Favors May Be Needed,https://www.wsj.com/finance/banking/the-fed-did-banks-a-solid-this-week-more-favors-may-be-needed-d2bc2b10?mod=rss_markets_main
2025-12-13-10-22-24 +0000,bbc,Angry fans throw chairs and bottles at Messi event in India,https://www.bbc.com/news/articles/c4g66nll48do?at_medium=RSS&at_campaign=rss
2025-12-13-10-19-35 +0000,bbc,Witkoff to meet Zelensky for latest Ukraine war talks,https://www.bbc.com/news/articles/c0l9954yr9ko?at_medium=RSS&at_campaign=rss
2025-12-13-10-15-19 +0000,nyt,Chile Poised for Right-Wing Victory as Crime Fears Sweep Latin America,https://www.nytimes.com/2025/12/13/world/americas/chile-election-latin-america-crime.html
2025-12-13-10-15-02 +0000,nyt,‘The Interview’: 3 Senators Who Quit On Why Congress Won’t Stand Up To Trump,https://www.nytimes.com/2025/12/13/magazine/senators-manchin-flake-smith-interview.html
2025-12-13-10-14-54 +0000,nyt,Can Trump’s Grand Plans for Gaza Get Off the Drawing Board?,https://www.nytimes.com/2025/12/13/world/middleeast/trump-gaza-plans-postwar.html
2025-12-13-10-09-51 +0000,bbc,No 10 says it backs pubs as landlords bar Labour MPs in tax protest,https://www.bbc.com/news/articles/c4gvvvdz01go?at_medium=RSS&at_campaign=rss
2025-12-13-10-04-16 +0000,nyt,Ivan Urgant Was Russia’s Late-Night King Until Putin’s War in Ukraine,https://www.nytimes.com/2025/12/13/world/europe/russia-ivan-urgant-late-night.html
2025-12-13-10-02-10 +0000,nyt,A Measles Outbreak Brings With It Echoes of the Pandemic,https://www.nytimes.com/2025/12/13/us/a-measles-outbreak-brings-with-it-echoes-of-the-pandemic.html
2025-12-13-10-02-06 +0000,nyt,Korea’s English Exam Was So Hard It Prompted an Apology. How Would You Do?,https://www.nytimes.com/2025/12/13/world/asia/korea-english-exam-how-would-you-do.html
2025-12-13-10-02-04 +0000,nyt,Colorado Officials Reject Trump’s ‘Pardon’ of a Convicted Election Denier,https://www.nytimes.com/2025/12/13/us/politics/trump-tina-peters.html
2025-12-13-10-01-37 +0000,nyt,My Boss Got Way Too Drunk at the Christmas Party,https://www.nytimes.com/2025/12/13/business/my-boss-got-way-too-drunk-at-the-christmas-party.html
2025-12-13-10-00-59 +0000,nyt,Biden Has Raised Little of What He Needs to Build a Presidential Library,https://www.nytimes.com/2025/12/13/us/politics/biden-presidential-library-delaware.html
2025-12-13-10-00-47 +0000,nyt,"Social Security Disability, a Financial Protection for Some Workers, Is at a Crossroads",https://www.nytimes.com/2025/12/13/business/social-security-disability-insurance-retirement.html
2025-12-13-10-00-45 +0000,wapo,Oil executives once booed Canada’s prime minister. Now they cheer him.,https://www.washingtonpost.com/world/2025/12/13/canada-carney-climate-oil-pipeline/
2025-12-13-10-00-41 +0000,wapo,"Dublin embraced refugees, but some in Ireland have had enough",https://www.washingtonpost.com/world/2025/12/13/ireland-ukrainian-migrants-protests/
2025-12-13-10-00-25 +0000,nyt,Hanukkah Concerts With Israeli Military Cantor Raise Outcry in Amsterdam,https://www.nytimes.com/2025/12/13/arts/music/hanukkah-concerts-shai-abramson-amsterdam-israel.html
2025-12-13-10-00-23 +0000,wapo,"With an army of yes-men, how Putin’s world turned into an echo chamber",https://www.washingtonpost.com/world/2025/12/13/russia-putin-yes-men-trump-cabinet/
2025-12-13-10-00-00 +0000,wapo,"Social posts, messages reveal alleged National Guard shooter’s turmoil",https://www.washingtonpost.com/investigations/2025/12/13/social-posts-messages-reveal-alleged-national-guard-shooters-turmoil/
2025-12-13-09-35-27 +0000,startribune,"Wild trade Marco Rossi, Zeev Buium, Liam Ohgren and a No. 1 draft pick to Canucks for superstar Quinn Hughes",https://www.startribune.com/minnesota-wild-quinn-hughes-liam-ohgren-marco-rossi-zeev-buium-trade/601545201
2025-12-13-09-00-00 +0000,cbc,How a Canadian military intelligence operative ended up facing an espionage charge,https://www.cbc.ca/news/politics/military-intelligence-officer-espionage-charge-9.7014251?cmp=rss
2025-12-13-09-00-00 +0000,cbc,Health minister says she worries about U.S. public health decisions harming Canadians,https://www.cbc.ca/news/politics/marjorie-michel-health-minister-rfk-jr-vaccines-canada-9.7013683?cmp=rss
2025-12-13-08-51-52 +0000,nypost,Historic rains and flooding trigger dramatic rescues in Washington state,https://nypost.com/2025/12/13/us-news/washington-state-flooding-triggers-dramatic-rescues-after-atmospheric-river/
2025-12-13-08-36-38 +0000,nyt,Thailand Rejects Trump’s Claim That It Reached a Cease-Fire With Cambodia,https://www.nytimes.com/2025/12/13/world/asia/thailand-cambodia-trump-ceasefire.html
2025-12-13-08-25-51 +0000,nypost,Parkgoer’s death on roller coaster at Universal Orlando Resort ruled accidental,https://nypost.com/2025/12/13/world-news/universal-epic-universe-rider-kevin-rodriguez-zavalas-death-ruled-accidental-at-florida-resort/
2025-12-13-08-13-59 +0000,nyt,"Tech Support Scammers Stole $85,000 From Him. His Bank Refused a Refund.",https://www.nytimes.com/2025/12/12/business/tech-support-scam-bank-fraud.html
2025-12-13-08-08-37 +0000,nyt,Venezuela Oil Tanker Seized by U.S. Was Part of Effort to Finance Cuba,https://www.nytimes.com/2025/12/12/world/americas/venezuela-cuba-oil-tanker.html
2025-12-13-08-05-59 +0000,bbc,Christmas gifts wrapped and sent out for children,https://www.bbc.com/news/articles/cjrjjqpwed0o?at_medium=RSS&at_campaign=rss
