pubdate,source,title,link
2025-12-29-16-52-00 +0000,wsj,November Pending-Home Sales Had Fourth Consecutive Monthly Rise,https://www.wsj.com/economy/november-pending-home-sales-had-fourth-consecutive-monthly-rise-89eb85da
2025-12-29-16-43-32 +0000,cbc,'I know I saved lots of people's lives': Ahmed al-Ahmed recounts disarming a Bondi Beach shooter,https://www.cbc.ca/news/world/bondi-beach-ahmed-al-ahmed-9.7029162?cmp=rss
2025-12-29-16-39-16 +0000,nyt,What to Know About Colombia’s Role in the Global Drug Trade Amid Trump’s Feud With Petro,https://www.nytimes.com/2025/12/28/world/americas/colombia-drug-trade-trump-petro.html
2025-12-29-16-34-29 +0000,nyt,ISIS Militants Kill 3 Police Officers in Turkey,https://www.nytimes.com/2025/12/29/world/middleeast/turkey-isis-raid.html
2025-12-29-16-33-14 +0000,nyt,The New Billionaires of the A.I. Boom,https://www.nytimes.com/2025/12/29/technology/new-billionaires-ai-boom.html
2025-12-29-16-26-36 +0000,startribune,"Travel remains difficult in Twin Cities, southern Minnesota as snowstorm winds down",https://www.startribune.com/travel-remains-difficult-in-twin-cities-southern-minnesota-as-snowstorm-winds-down/601553982
2025-12-29-16-13-30 +0000,bbc,Egyptian dissident sorry for tweets after calls for deportation from UK,https://www.bbc.com/news/articles/c0l93lx1rx3o?at_medium=RSS&at_campaign=rss
2025-12-29-16-11-43 +0000,nyt,China Will Hold Live-Fire Military Exercises Around Taiwan,https://www.nytimes.com/2025/12/29/world/asia/china-taiwan-military-exercises.html
2025-12-29-16-08-59 +0000,nyt,Iran’s Currency Collapse Pushes Protesters to the Streets,https://www.nytimes.com/2025/12/29/world/middleeast/iran-currency-collapse-rial-inflation-protests.html
2025-12-29-16-06-33 +0000,nypost,"China stages military drills around Taiwan to warn ‘external forces’ after US, Japan tensions",https://nypost.com/2025/12/29/world-news/china-stages-military-drills-around-taiwan-to-warn-external-forces-after-us-japan-tensions/
