score,pubdate,source,title,link
132,2025-11-20-02-34-06 +0000,nypost,Trump reveals when he will meet NYC Mayor-elect Zohran Mamdani at White House,https://nypost.com/2025/11/19/us-news/trump-reveals-when-he-will-meet-nyc-mayor-elect-zohran-mamdani-at-white-house/
120,2025-11-20-01-41-44 +0000,wapo,U.S. pushes new Ukraine peace plan as Trump’s Army secretary visits Kyiv,https://www.washingtonpost.com/national-security/2025/11/19/trump-ukraine-peace-witkoff-driscoll/
114,2025-11-20-22-15-38 +0000,cbc,"Trump administration touts plan for new oil drilling off California, Florida",https://www.cbc.ca/news/world/trump-administration-oil-drilling-california-florida-9.6986697?cmp=rss
113,2025-11-20-02-14-00 +0000,wsj,Trump Administration Pushes New Plan for Ending Ukraine War,https://www.wsj.com/world/trump-administration-pushes-new-plan-for-ending-ukraine-war-cade0ea1
109,2025-11-20-09-59-52 +0000,cbc,Trump to meet NYC mayor-elect Mamdani at White House on Friday,https://www.cbc.ca/news/world/trump-to-meet-nyc-mayor-elect-mamdani-at-white-house-on-friday-9.6985814?cmp=rss
108,2025-11-20-02-32-00 +0000,wsj,Trump Says He Will Meet With Mamdani Friday at the White House,https://www.wsj.com/politics/elections/trump-says-he-will-meet-with-mamdani-friday-at-the-white-house-9bef2528
104,2025-11-20-02-48-43 +0000,nyt,Trump and Mamdani Will Meet at White House on Friday,https://www.nytimes.com/2025/11/19/nyregion/trump-mamdani-white-house-meeting.html
102,2025-11-20-22-26-31 +0000,bbc,Trump signs bill ordering US justice department to release Epstein files,https://www.bbc.com/news/articles/cly2y40lj5go?at_medium=RSS&at_campaign=rss
99,2025-11-20-20-12-26 +0000,latimes,Trump administration plans to open Pacific Coast to oil drilling for first time in more than 4 decades,https://www.latimes.com/environment/story/2025-11-20/trump-administration-opens-pacific-ocean-to-offshore-drilling
97,2025-11-20-19-47-32 +0000,bbc,Zelensky to speak to Trump after US proposes Russia-Ukraine peace plan,https://www.bbc.com/news/articles/cly1ypqlle0o?at_medium=RSS&at_campaign=rss
95,2025-11-20-20-36-54 +0000,nypost,Karoline Leavitt says ‘we have a communist coming’ ahead of Mamdani-Trump White House meeting,https://nypost.com/2025/11/20/us-news/karoline-leavitt-says-we-have-a-communist-coming-ahead-of-mamdani-trump-white-house-meeting/
95,2025-11-20-08-37-42 +0000,nypost,"Trump blasts Jimmy Kimmel, ABC after late-night host claims president is ‘bracing for Hurricane Epstein’",https://nypost.com/2025/11/20/us-news/trump-blasts-jimmy-kimmel-abc-after-late-night-host-claims-president-is-bracing-for-hurricane-epstein/
95,2025-11-20-16-22-10 +0000,bbc,Trump to meet incoming New York Mayor Zohran Mamdani,https://www.bbc.com/news/articles/cvgmgddyjl0o?at_medium=RSS&at_campaign=rss
93,2025-11-20-01-40-03 +0000,latimes,Trump signs bill demanding his administration release the Epstein files,https://www.latimes.com/politics/story/2025-11-19/trump-signs-bill-demanding-administration-release-epstein-files
93,2025-11-20-19-24-00 +0000,wsj,President Trump called for the arrest of Democratic lawmakers who appeared in a video calling for the military to disobey illegal orders,https://www.wsj.com/politics/policy/trump-calls-for-arrest-of-democrats-who-urged-troops-to-disobey-illegal-orders-92a081eb
89,2025-11-20-20-38-00 +0000,nypost,"Judge orders Trump to end National Guard deployment in DC, gives him time to appeal",https://nypost.com/2025/11/20/us-news/judge-orders-trump-to-end-national-guard-deployment-in-dc/
89,2025-11-20-21-34-32 +0000,nyt,"Trump Calls Democrats’ Military Video ‘Seditious Behavior, Punishable by Death’",https://www.nytimes.com/2025/11/20/us/politics/trump-democrats-sedition-death-punishment.html
89,2025-11-20-21-13-40 +0000,nyt,"Trump Calling Reporter ‘Piggy’ Was ‘Frankness,’ White House Says",https://www.nytimes.com/2025/11/20/business/media/trump-leavitt-reporter-piggy.html
86,2025-11-20-03-35-00 +0000,wsj,Congress’s approval of legislation to force a public release of federal records tied to the late sex offender Jeffrey Epstein has put new pressure on the Justice Department,https://www.wsj.com/politics/policy/epstein-files-house-what-next-explained-ba62c3e4
86,2025-11-20-21-51-57 +0000,cbc,"Democratic vets in Congress warn about following unlawful military orders, which Trump calls seditious",https://www.cbc.ca/news/world/us-military-congress-lawful-orders-9.6986354?cmp=rss
84,2025-11-20-20-11-40 +0000,nypost,Trump’s Transportation department unveils first-ever female crash test dummy,https://nypost.com/2025/11/20/us-news/trumps-transportation-department-unveils-first-of-its-kind-female-crash-test-dummy/
84,2025-11-20-14-53-35 +0000,nypost,Trump demands arrest of Dem ‘traitors’ who urged military to refuse ‘illegal orders’: ‘punishable by DEATH!’,https://nypost.com/2025/11/20/us-news/trump-demands-arrest-of-dem-traitors-who-urged-military-to-refuse-illegal-orders/
84,2025-11-20-03-21-00 +0000,wsj,"Trump is restarting attacks on states trying to regulate artificial intelligence, calling for Congress to pre-empt such laws while weighing an executive order",https://www.wsj.com/politics/policy/trump-weighs-executive-order-targeting-state-ai-laws-f86df0dd
83,2025-11-19-23-16-42 +0000,nyt,"Why Does Trump, the ‘America First’ President, Keep Looking to Foreign Leaders?",https://www.nytimes.com/2025/11/19/us/politics/trump-america-first-saudi-tariffs.html
82,2025-11-20-04-00-00 +0000,wsj,"President Trump has repeatedly floated $2,000 payments to low- and middle-income households, funded by revenue from his tariffs. His own party isn’t into the idea.",https://www.wsj.com/politics/policy/republican-lawmakers-skeptical-of-trumps-2-000-tariff-rebate-checks-7b1cfc65
82,2025-11-20-19-11-30 +0000,nyt,"At Saudi Behest, Trump Vows to Seek Peace in Sudan, a Goal He Had Spurned",https://www.nytimes.com/2025/11/20/world/africa/trump-sudan-saudi-arabia-uae.html
81,2025-11-20-22-16-57 +0000,bbc,"Trump calls Democrats message to troops 'seditious behavior, punishable by death'",https://www.bbc.com/news/articles/cx2p2dz9zk2o?at_medium=RSS&at_campaign=rss
80,2025-11-20-21-49-15 +0000,latimes,Trump calls Democrats 'traitors' for urging military to 'refuse illegal orders',https://www.latimes.com/politics/story/2025-11-20/trump-democrats-seditious-behavior-video-military
79,2025-11-20-18-49-56 +0000,nypost,"Dick Cheney funeral draws big Dem names Biden, Harris, Maddow — while Trump and Vance get benched",https://nypost.com/2025/11/20/us-news/dick-cheney-funeral-draws-big-dem-names-biden-harris-maddow-while-trump-and-vance-get-benched/
79,2025-11-20-06-11-52 +0000,nypost,Gun rights groups hail Trump’s pick to lead ATF: ‘First ever truly pro-Second Amendment nominee’,https://nypost.com/2025/11/20/us-news/gun-rights-groups-hail-trumps-pick-to-lead-atf-first-ever-truly-pro-second-amendment-nominee/
77,2025-11-20-20-06-42 +0000,wapo,Indian conglomerate to stop Russian oil imports amid pressure from Trump,https://www.washingtonpost.com/world/2025/11/20/india-oil-reliance-ambani-trump/
77,2025-11-20-13-00-00 +0000,nypost,"90 state officials urge Trump, Congress to tackle national debt crisis, warning ‘painful age of reckoning’ looms",https://nypost.com/2025/11/20/business/90-state-officials-urge-trump-congress-to-tackle-national-debt-crisis-warning-painful-age-of-reckoning-looms/
77,2025-11-20-16-56-12 +0000,nyt,Lawsuit Challenges Trump Administration Over $1.8 Million in Immigration Fines,https://www.nytimes.com/2025/11/20/us/politics/lawsuit-immigration-penalties.html
75,2025-11-20-18-05-14 +0000,nyt,Senate Democrats Investigate Kennedy Center Deals With Trump Allies,https://www.nytimes.com/2025/11/20/us/politics/democrats-kennedy-center-investigate.html
75,2025-11-20-15-23-53 +0000,nyt,"Trump Meeting With Saudi Prince Showcased Prince’s Makeover, and America’s",https://www.nytimes.com/2025/11/20/world/middleeast/trump-saudi-prince-mohammed-meeting.html
74,2025-11-20-22-02-59 +0000,nyt,Cheney Remembered for Transforming National Security and Standing Against Trump,https://www.nytimes.com/2025/11/20/us/politics/dick-cheney-funeral-memorial.html
74,2025-11-20-11-00-00 +0000,latimes,Commentary: Trump and Saudi crown prince bond over their contempt — and fear — of a free press,https://www.latimes.com/world-nation/story/2025-11-20/trump-saudi-crown-prince-bond-over-their-contempt-and-fear-of-free-press
73,2025-11-20-21-47-05 +0000,nyt,Judge Temporarily Blocks Trump From Deploying National Guard in D.C.,https://www.nytimes.com/2025/11/20/us/politics/national-guard-washington-dc-trump.html
71,2025-11-20-18-15-45 +0000,nyt,Trump and Vance Were Not Invited to Dick Cheney’s Funeral,https://www.nytimes.com/2025/11/20/us/politics/trump-dick-cheney-funeral.html
70,2025-11-20-09-42-19 +0000,nyt,Catholic Group Sues Trump Administration for Access to Immigration Facility,https://www.nytimes.com/2025/11/20/us/politics/catholic-broadview-ice-immigration-lawsuit.html
69,2025-11-20-16-13-26 +0000,nypost,"Trump says Powell has ‘mental problems,’ urges Bessent to ‘work on this guy:’ ‘I’d love to fire his ass’",https://nypost.com/2025/11/20/business/trump-says-powell-has-mental-problems-urges-bessent-to-work-on-this-guy-id-love-to-fire-his-ass/
69,2025-11-20-17-20-17 +0000,nypost,"Rubio casts doubt on pro-Russian  Ukraine peace plan, touts ‘realistic ideas’ to end war",https://nypost.com/2025/11/20/world-news/rubio-shares-unease-over-reports-of-pro-russian-ukraine-peace-deal/
68,2025-11-20-10-46-05 +0000,cbc,"U.S. ambassador resents meddling in foreign electoral politics, but Trump doesn't seem to mind doing so",https://www.cbc.ca/news/world/us-canada-hoekstra-trump-election-meddling-9.6985839?cmp=rss
66,2025-11-20-18-05-00 +0000,wsj,"Former President George W. Bush hailed Dick Cheney as a loyal, steadying force during a service Thursday for the late vice president, who died Nov. 3 at age 84",https://www.wsj.com/politics/vice-president-dick-cheney-funeral-ac498994
66,2025-11-20-04-00-00 +0000,wsj,"Pakistan’s Army Chief, Trump’s ‘Favorite Field Marshal,’ Cements Power",https://www.wsj.com/world/asia/pakistans-army-chief-trumps-favorite-field-marshal-cements-power-1dae345f
66,2025-11-20-22-28-52 +0000,nyt,Trump to Send U.S. Official to G20 in South Africa After All,https://www.nytimes.com/2025/11/20/world/africa/south-africa-trump-g20-turnaround.html
63,2025-11-20-17-14-35 +0000,bbc,US broadcast regulator writes to BBC over Panorama edit of Trump speech,https://www.bbc.com/news/articles/cnvev26jlymo?at_medium=RSS&at_campaign=rss
63,2025-11-20-04-08-24 +0000,nyt,Trump Berates Mary Bruce of ABC News After Question About Jamal Khashoggi,https://www.nytimes.com/2025/11/18/business/media/trump-reporter-khashoggi-saudis.html
62,2025-11-20-22-08-31 +0000,nyt,Congressional Republicans Begin to Look Beyond Trump,https://www.nytimes.com/2025/11/20/us/politics/congressional-republicans-trump-midterms.html
62,2025-11-20-17-20-47 +0000,nypost,Kamala Harris and Jill Biden come face-to-face for first time since ex-vice president’s book was released,https://nypost.com/2025/11/20/us-news/kamala-harris-and-jill-biden-come-face-to-face-for-first-time-since-ex-vice-presidents-book-was-released/
62,2025-11-20-17-00-00 +0000,wsj,Inside the Trump Organization’s Slow-Moving Vietnam ‘Mega Project’,https://www.wsj.com/business/inside-the-trump-organizations-slow-moving-vietnam-mega-project-7c8de7de?mod=pls_whats_news_us_business_f
61,2025-11-20-04-00-09 +0000,nyt,Venezuela Doesn’t Produce Fentanyl. Trump Is Targeting It Anyway.,https://www.nytimes.com/2025/11/19/us/politics/trump-venezuela-fentanyl.html
61,2025-11-20-20-52-24 +0000,nyt,The F.C.C. chair questioned the BBC over edits to a Trump speech.,https://www.nytimes.com/live/2025/11/20/us/trump-news-epstein-cheney/the-fcc-chair-questioned-the-bbc-over-trump-speech-edits
61,2025-11-20-03-00-00 +0000,wsj,Trump’s DEI Slayer Is Just Getting Started,https://www.wsj.com/politics/policy/trumps-eeoc-chief-andrea-lucas-is-dei-slayer-just-getting-started-2d6623a6
60,2025-11-20-16-39-46 +0000,nypost,Voters feel Trump admin is hurting more than helping on the economy: poll,https://nypost.com/2025/11/20/us-news/voters-feel-trump-admin-is-hurting-more-than-helping-on-the-economy-poll/
56,2025-11-20-22-45-00 +0000,wsj,Opinion | Trump Says Arms Are Going to Taiwan,https://www.wsj.com/opinion/donald-trump-taiwan-arms-sale-china-japan-xi-jinping-c8f7815f
55,2025-11-20-02-44-38 +0000,bbc,Ex-Harvard president Larry Summers stops teaching as university investigates Epstein emails,https://www.bbc.com/news/articles/ce868dmz2mdo?at_medium=RSS&at_campaign=rss
54,2025-11-20-20-07-00 +0000,wsj,Oil Gives Up Gains On U.S. Peace Efforts for Russia-Ukraine,https://www.wsj.com/finance/commodities-futures/oil-rises-on-possible-bargain-hunting-7dd73e8e?mod=rss_markets_main
53,2025-11-20-12-36-44 +0000,cbc,"Europe, Ukraine must be involved in U.S.-Russia peace plan circulating, European diplomats say",https://www.cbc.ca/news/world/us-russia-ukraine-europe-peace-plan-9.6985888?cmp=rss
53,2025-11-20-02-32-00 +0000,wsj,"The House voted to repeal a controversial Senate-crafted provision—part of the legislation that ended the government shutdown—that could grant some GOP senators $500,000 in taxpayer-funded damages",https://www.wsj.com/politics/policy/outraged-house-lawmakers-vote-to-strike-500-000-payouts-for-senators-df1c1d0b
52,2025-11-20-17-26-27 +0000,latimes,"Fire marched toward west Altadena hours before official accounts, new report shows",https://www.latimes.com/california/story/2025-11-20/state-report-alarms-eaton-fire-evacuations
52,2025-11-20-22-30-24 +0000,bbc,When will the Epstein files be released and will they be redacted?,https://www.bbc.com/news/articles/cq50nvq8znvo?at_medium=RSS&at_campaign=rss
52,2025-11-20-21-08-38 +0000,nyt,Ukraine and Europe Chafe at Being Excluded From U.S.-Russian Peace Plan,https://www.nytimes.com/2025/11/20/world/europe/ukraine-russia-trump-peace-talks.html
50,2025-11-20-22-26-33 +0000,nypost,Senior US officials confirm details of 28-point plan to end Ukraine war,https://nypost.com/2025/11/20/us-news/senior-us-officials-confirm-details-of-28-point-plan-to-end-ukraine-war/
50,2025-11-20-09-00-00 +0000,cbc,Why the U.S. Justice Department and Congress may battle over redaction of Epstein files,https://www.cbc.ca/news/world/epstein-redaction-files-justice-department-9.6985429?cmp=rss
48,2025-11-20-13-42-21 +0000,cbc,Children's advocates want new online harms legislation before the end of the year,https://www.cbc.ca/news/politics/coalition-introduce-legislation-demand-online-harms-9.6985930?cmp=rss
48,2025-11-20-18-33-47 +0000,nyt,Epstein Emails Add to Former Harvard President Larry Summers’s Controversies,https://www.nytimes.com/2025/11/20/us/larry-summers-jeffrey-epstein-emails-scandal.html
48,2025-11-20-15-45-00 +0000,wsj,"Home sales rose to an eight-month high in October, signaling how even a small decline in mortgage rates will attract some buyers back to the market",https://www.wsj.com/economy/housing/home-sales-in-october-rose-to-the-highest-level-since-february-55e57518
48,2025-11-20-19-12-42 +0000,cbc,Freeland will move to U.K. for new job as CEO of Rhodes Trust educational charity,https://www.cbc.ca/news/politics/freeland-uk-rhodes-trust-9.6986521?cmp=rss
47,2025-11-20-18-17-24 +0000,nypost,House lawmakers at each other’s throats with censure efforts in first week back post-shutdown,https://nypost.com/2025/11/20/us-news/house-lawmakers-at-each-others-throats-with-censure-efforts-in-first-week-back-post-shutdown/
47,2025-11-20-22-32-14 +0000,nypost,NYPD reveals new details on Jets’ Kris Boyd shooting as $185K watch left at scene may offer clue,https://nypost.com/2025/11/20/sports/nypd-reveals-new-details-on-jets-kris-boyd-shooting-as-185k-watch-left-at-scene-may-offer-clue/
47,2025-11-20-11-00-00 +0000,latimes,"Identity first, or person first? Guidelines this series follows when writing about autism and mental health",https://www.latimes.com/science/story/2025-11-20/autism-mental-health-language-guidelines
46,2025-11-20-22-00-23 +0000,nyt,"Nydia Velázquez, a New York Trailblazer in Congress, to Retire Next Year",https://www.nytimes.com/2025/11/20/nyregion/nydia-velazquez-retire.html
45,2025-11-20-20-28-40 +0000,wapo,"U.S. delivers peace plan for Ukraine, sparking fears of ‘capitulation’",https://www.washingtonpost.com/world/2025/11/20/ukraine-russia-war-peace-europe-reaction/
45,2025-11-20-20-15-31 +0000,nypost,"For NYC’s oldest dance teacher, the show must go on ahead of her 97th birthday: ‘It gives me life’",https://nypost.com/2025/11/20/lifestyle/new-york-citys-oldest-dance-teacher-96-wows-with-new-show-it-gives-me-life/
44,2025-11-20-02-04-44 +0000,nyt,House Votes to Kill Bill Allowing Senators to Sue Government,https://www.nytimes.com/2025/11/19/us/politics/house-votes-to-kill-bill-allowing-senators-to-sue-government.html
43,2025-11-20-21-51-54 +0000,cbc,"Warner Music and Udio settle lawsuit, agree to build new AI music platform",https://www.cbc.ca/news/entertainment/warner-udio-ai-music-9.6986740?cmp=rss
43,2025-11-20-16-34-27 +0000,nypost,"Vance explains story behind viral photos of Schumer, Jeffries at White House meeting",https://nypost.com/2025/11/20/us-news/jd-vance-explains-story-behind-viral-photos-of-chuck-schumer-hakeem-jeffries-at-white-house-meeting/
42,2025-11-20-14-07-21 +0000,nypost,Delayed government data show US added surprisingly strong 119K jobs in September,https://nypost.com/2025/11/20/business/delayed-govt-data-shows-us-added-119k-jobs-in-september/
42,2025-11-20-02-31-35 +0000,nypost,House unanimously votes to scrap measure that could give senators up to $500K for being spied on,https://nypost.com/2025/11/19/us-news/house-unanimously-votes-to-scrap-measure-that-could-give-senators-up-to-500k-for-being-spied-on/
41,2025-11-20-22-02-00 +0000,wsj,Gap Bumps Up Fiscal-Year Outlook as Third-Quarter Same-Store Sales Grow,https://www.wsj.com/business/earnings/gap-bumps-up-fiscal-year-outlook-as-third-quarter-same-store-sales-grow-afb50174?mod=pls_whats_news_us_business_f
41,2025-11-20-14-18-22 +0000,nyt,"Israeli Strikes Kill at Least 25 in Gaza Amid Cease-Fire, Officials Say",https://www.nytimes.com/2025/11/19/world/middleeast/israeli-strikes-gaza-deaths.html
41,2025-11-20-22-27-00 +0000,wsj,Intuit Fiscal First-Quarter Sales Jump; CFO Cites AI Demand From Midsize Businesses,https://www.wsj.com/business/earnings/intuit-first-quarter-sales-jump-cfo-cites-ai-demand-from-mid-sized-businesses-77007e68?mod=pls_whats_news_us_business_f
41,2025-11-20-21-33-00 +0000,wsj,The Energy Department is eliminating two of its biggest offices that channeled billions of dollars into clean-energy projects,https://www.wsj.com/politics/policy/energy-department-cuts-two-major-clean-energy-offices-a944c387
40,2025-11-20-13-19-42 +0000,nyt,Delayed Jobs Data to Give Snapshot of a Labor Market Under Stress,https://www.nytimes.com/live/2025/business/jobs-report-economy/jobs-data-labor-market
40,2025-11-20-06-36-15 +0000,nypost,Terminally ill 25-year-old chooses to die on ‘own terms’ after battling rare illness her entire life: ‘Please let me go’,https://nypost.com/2025/11/20/world-news/terminally-ill-australian-woman-annaliese-holland-to-die-on-own-terms-after-battling-rare-neurological-disease-her-entire-life/
40,2025-11-20-17-55-23 +0000,nypost,"Israeli strikes kill 27 in Gaza after alleged Hamas violation, threatening cease-fire",https://nypost.com/2025/11/20/world-news/israeli-strikes-kill-27-in-gaza-after-alleged-hamas-violation-threatening-cease-fire/
40,2025-11-20-13-38-36 +0000,cbc,"Ukraine will work on peace proposal with U.S., Zelenskyy says",https://www.cbc.ca/news/world/livestory/ukraine-russia-us-peace-deal-9.6985918?cmp=rss
40,2025-11-20-08-35-04 +0000,wsj,Stock Market Today: Stock-Market Rebound Evaporates as AI Fears Resurface,https://www.wsj.com/livecoverage/jobs-report-bls-september-stock-market-today-11-20-2025?mod=rss_markets_main
