score,pubdate,source,title,link
232,2026-05-19-23-59-00 +0000,wsj,"Days after President Trump celebrated ousting incumbent Sen. Bill Cassidy in Louisiana’s GOP primary, Cassidy voted in favor of advancing a resolution that would limit Trump’s ability to wage war in Iran without congressional approval",https://www.wsj.com/politics/policy/senate-advances-war-powers-measure-after-gops-cassidy-switches-sides-29a6e7e6
173,2026-05-20-02-30-00 +0000,wsj,"President Trump’s handpicked House candidate defeated longtime GOP antagonist Rep. Thomas Massie of Kentucky, underscoring the president’s iron grip on the Republican Party",https://www.wsj.com/politics/elections/thomas-massie-defeated-in-gop-primary-after-attacks-from-trump-211c5066
166,2026-05-20-02-28-00 +0000,wsj,"President Trump on Tuesday endorsed Texas Attorney General Ken Paxton for Senate over incumbent Sen. John Cornyn, throwing an 11th-hour curveball into a tightly contested Republican primary",https://www.wsj.com/politics/elections/trump-texas-senate-endorsement-cornyn-paxton-8e7af62d
141,2026-05-20-00-32-19 +0000,cbc,Trump pick Ed Gallrein projected to win Republican primary over Thomas Massie in Kentucky,https://www.cbc.ca/news/world/kentucky-republican-primary-massie-defeated-gallrein-advances-9.7205381?cmp=rss
130,2026-05-19-23-00-49 +0000,nyt,Senate Votes to Take Up Measure to Force Trump to End Iran War,https://www.nytimes.com/2026/05/19/us/politics/senate-iran-war-authorization.html
130,2026-05-20-01-35-09 +0000,nyt,Thomas Massie Loses Kentucky House Primary to Trump-Backed Ed Gallrein,https://www.nytimes.com/2026/05/19/us/politics/thomas-massie-primary-kentucky.html
128,2026-05-19-23-55-42 +0000,nypost,Trump’s push fends off foe Thomas Massie’s Kentucky reelection bid in latest GOP victory for president,https://nypost.com/2026/05/19/us-news/rep-thomas-massie-ousted-in-kentucky-by-trump-backed-ed-gallrein/
122,2026-05-20-04-45-00 +0000,wsj,A Georgia congressman and a former college football coach will meet in a runoff next month after neither captured 50% of the vote in the GOP Senate primary Tuesday to challenge Democrat Jon Ossoff for his Senate seat,https://www.wsj.com/politics/elections/georgias-gop-senate-primary-goes-to-a-runoff-in-fight-to-unseat-jon-ossoff-fc6af4f5
120,2026-05-20-01-28-37 +0000,bbc,Trump-backed challenger defeats Republican rebel Massie in primary,https://www.bbc.com/news/articles/cwy2vw8j0ddo?at_medium=RSS&at_campaign=rss
120,2026-05-19-14-52-40 +0000,bbc,Watch: Can a Republican win an election while at war with Trump?,https://www.bbc.com/news/videos/c1j29xxg53wo?at_medium=RSS&at_campaign=rss
115,2026-05-20-00-19-31 +0000,nypost,Trump says gas prices are ‘peanuts’ compared to Iran getting nukes: ‘You want to see the world exploded?’,https://nypost.com/2026/05/19/us-news/trump-says-gas-prices-are-peanuts-compared-to-iran-getting-nukes/
112,2026-05-19-18-04-31 +0000,nyt,"As a Weakened Putin Follows Trump to Beijing, Iran War Offers an Opening",https://www.nytimes.com/2026/05/19/world/europe/putin-china-state-visit.html
109,2026-05-19-22-13-40 +0000,nypost,"Putin might ‘regret’ invading Ukraine, Xi allegedly tells Trump —as Russia faces dire turn in war",https://nypost.com/2026/05/19/world-news/putin-might-regret-invading-ukraine-xi-allegedly-tells-trump-as-russia-faces-dire-turn-in-war/
107,2026-05-19-21-11-24 +0000,nyt,What to Know About House Primaries as Massie Faces Trump-Backed Challenger in Kentucky,https://www.nytimes.com/2026/05/19/us/politics/house-primaries-what-to-know.html
106,2026-05-20-00-30-29 +0000,nyt,"Amid Global Turmoil, Trump Shows Off White House Ballroom Construction",https://www.nytimes.com/2026/05/19/us/politics/trump-white-house-builder.html
106,2026-05-19-21-35-00 +0000,wsj,President Trump’s agreement with the federal government he runs expanded Tuesday to end all pending tax audits of him and his businesses,https://www.wsj.com/politics/policy/government-deal-with-trump-expands-to-end-tax-audits-aad8f2bc
102,2026-05-19-21-54-08 +0000,latimes,"California, other states sue over new Trump limits on loans for nurses, PAs, therapists",https://www.latimes.com/politics/story/2026-05-19/california-other-states-sue-over-new-trump-limits-on-loans-for-nurses-pas-therapists
101,2026-05-19-23-08-27 +0000,bbc,'Not a big fan' - Top Republican breaks with Trump on $1.8bn compensation fund,https://www.bbc.com/news/articles/cd9pzp50npeo?at_medium=RSS&at_campaign=rss
100,2026-05-20-09-30-00 +0000,wsj,President Trump delivered a clear message to Republicans in Tuesday’s primaries: Cross the president at your own peril,https://www.wsj.com/politics/elections/trumps-endorsement-machine-steamrolls-republican-dissent-4fe8f07e
99,2026-05-19-16-12-13 +0000,nyt,"Trump Says He Postponed a ‘Very Major Attack’ on Iran, Leaving Mideast on Edge",https://www.nytimes.com/2026/05/19/world/middleeast/iran-trump-tension.html
99,2026-05-20-09-49-33 +0000,bbc,Trump tightens grip on Republican Party with Massie defeat,https://www.bbc.com/news/articles/cdjpng88d2vo?at_medium=RSS&at_campaign=rss
96,2026-05-19-18-28-59 +0000,nyt,Justice Dept. Sets Up $1.8 Billion Fund That Could Funnel Money to Trump Allies,https://www.nytimes.com/2026/05/18/us/politics/trump-irs-lawsuit.html
95,2026-05-20-09-04-02 +0000,nyt,"Candidates Backed by Trump, Ocasio-Cortez Triumph in Key House Primaries",https://www.nytimes.com/2026/05/20/us/politics/house-primaries-trump-ocasio-cortez.html
95,2026-05-19-23-05-04 +0000,nyt,Key Areas to Watch in Georgia’s Republican Senate Primary,https://www.nytimes.com/2026/05/19/us/elections/georgia-senate-republican-primary-areas-to-watch.html
95,2026-05-20-04-59-40 +0000,bbc,China confirms it will buy 200 Boeing jets after Trump-Xi summit,https://www.bbc.com/news/articles/c98rjydlgp4o?at_medium=RSS&at_campaign=rss
94,2026-05-20-04-23-05 +0000,nyt,Trump Crushes Republican Dissent: 8 Takeaways From Tuesday’s Primaries,https://www.nytimes.com/2026/05/19/us/politics/trump-massie-primary-takeaways.html
93,2026-05-20-01-23-56 +0000,nyt,Trump’s Stock Trades Raise Eyebrows. The Family Says He Keeps His Hands Off.,https://www.nytimes.com/2026/05/19/us/politics/trump-stock-trades.html
91,2026-05-19-22-16-48 +0000,nypost,"Trump, Lawler to tout SALT tax break in Friday trip to New York",https://nypost.com/2026/05/19/us-news/trump-lawler-to-tout-salt-tax-break-in-friday-trip-to-new-york/
91,2026-05-19-21-56-37 +0000,nyt,Republican Senators Are Livid at Trump’s Endorsement of Paxton,https://www.nytimes.com/2026/05/19/us/politics/republican-senators-trump-paxton.html
87,2026-05-20-01-19-35 +0000,nyt,Republican Primary for Georgia Governor Will Go to a Runoff,https://www.nytimes.com/2026/05/19/us/politics/georgia-governor-runoff-jones-jackson.html
87,2026-05-20-08-54-44 +0000,cbc,Xi welcomes Putin to China days after Trump visit,https://www.cbc.ca/news/world/putin-china-xi-jinping-visit-9.7205510?cmp=rss
86,2026-05-19-21-26-00 +0000,wsj,Opinion | Trump’s $1.776 Billion ‘Anti-Weaponization Fund’,https://www.wsj.com/opinion/donald-trump-settlement-fund-doj-irs-todd-blanche-8b1c4303
86,2026-05-19-12-25-20 +0000,cbc,Todd Blanche grilled over Trump administration's $1.8B 'anti-weaponization' fund,https://www.cbc.ca/news/world/us-blanche-testimony-fund-9.7203751?cmp=rss
86,2026-05-19-19-24-33 +0000,nyt,"Trump’s Approval Sinks Amid Unpopular War, Darkening G.O.P. Prospects",https://www.nytimes.com/2026/05/18/us/politics/poll-trump-republicans-midterms-iran.html
86,2026-05-19-19-49-40 +0000,nypost,Several GOPers rip Trump’s $1.776B fund for victims of politicized prosecutions: ‘I don’t see a purpose for it’,https://nypost.com/2026/05/19/us-news/congress-rips-trumps-1-776b-anti-weaponization-fund/
86,2026-05-19-22-36-00 +0000,wsj,Trump’s Nominee to Lead Bureau of Labor Statistics Proceeds to Senate for Confirmation,https://www.wsj.com/politics/policy/trumps-nominee-to-lead-bureau-of-labor-statistics-proceeds-to-senate-for-confirmation-bdb2b696
86,2026-05-19-21-43-00 +0000,wsj,What to Know About Trump’s $1.8 Billion ‘Anti-Weaponization Fund’,https://www.wsj.com/politics/policy/what-to-know-about-trumps-1-8-billion-anti-weaponization-fund-d8ceb872
